flame,point,x_over_d,kind,r_over_d,F,F_rms,T,T_rms,Y_O2,Y_N2,Y_H2O,Y_CH4,Y_CO,Y_CO2,Y_OH,Y_H2,Y_NO,Y_CO_LIF
E,075,0.75,Yave,1.53,0.047,0.0369,654.0,258.0,0.199,0.758,0.0212,0.0,0.0,0.0212,2.3e-05,1.34e-05,2.5e-06,0.000261
E,075,0.75,Yave,1.67,0.0367,0.0321,582.0,229.0,0.205,0.76,0.0177,0.0,0.0,0.0169,1.01e-05,1.29e-05,1.94e-06,0.000137
E,075,0.75,Yave,1.94,0.0223,0.029,479.0,210.0,0.215,0.761,0.0128,0.0,0.0,0.0109,2.55e-06,8.1e-06,1.17e-06,0.000105
E,075,0.75,Yave,2.22,0.006,0.0169,357.0,122.0,0.226,0.763,0.00744,2.94e-06,0.0,0.00353,5.86e-07,7.74e-06,3.69e-07,3.96e-05
E,075,0.75,Yfav,-0.28,0.9345,0.0463,359.0,61.0,0.192,0.654,0.0048,0.144,0.000445,0.0037,0.0,9.22e-05,7.13e-07,0.00138
E,075,0.75,Yfav,-0.14,0.9642,0.0407,313.0,23.0,0.196,0.651,0.00174,0.15,0.0,0.000729,0.0,2.48e-05,2.36e-07,0.000391
E,075,0.75,Yfav,0.0,0.9742,0.0421,305.0,13.0,0.197,0.65,0.000975,0.152,0.0,0.000142,1.3e-07,1.17e-05,1.15e-07,0.000228
E,075,0.75,Yfav,0.14,0.9747,0.0452,323.0,32.0,0.195,0.65,0.00172,0.152,0.000187,0.000996,2e-07,3.13e-05,2.2e-07,0.000475
E,075,0.75,Yfav,0.28,0.9555,0.0543,390.0,87.0,0.188,0.653,0.00534,0.147,0.00153,0.00471,1.07e-06,0.000123,7.47e-07,0.0015
E,075,0.75,Yfav,0.42,0.9005,0.0766,549.0,174.0,0.171,0.662,0.0153,0.133,0.00559,0.0137,6.05e-06,0.000369,2.59e-06,0.00479
E,075,0.75,Yfav,0.56,0.8234,0.1024,779.0,254.0,0.147,0.672,0.0303,0.113,0.0121,0.0268,3.22e-05,0.000749,5.44e-06,0.0104
E,075,0.75,Yfav,0.69,0.6771,0.1545,1133.0,307.0,0.109,0.691,0.0545,0.0775,0.0206,0.0477,0.000196,0.00115,1.09e-05,0.0197
E,075,0.75,Yfav,0.83,0.4753,0.1859,1399.0,305.0,0.0877,0.712,0.0713,0.0385,0.0214,0.0662,0.00073,0.00105,1.62e-05,0.0223
E,075,0.75,Yfav,0.97,0.2632,0.1413,1386.0,357.0,0.105,0.735,0.0669,0.0096,0.0124,0.0676,0.00112,0.000525,1.64e-05,0.0145
E,075,0.75,Yfav,1.11,0.1403,0.0876,1113.0,382.0,0.147,0.748,0.0473,0.00158,0.00392,0.0507,0.000676,0.000159,9.71e-06,0.00483
E,075,0.75,Yfav,1.25,0.0806,0.0579,851.0,339.0,0.178,0.755,0.0317,0.000147,0.000664,0.0337,0.00024,4.78e-05,5.18e-06,0.00147
E,075,0.75,Yfav,1.39,0.0495,0.0425,662.0,286.0,0.198,0.758,0.0219,1.65e-05,5.07e-05,0.022,5.09e-05,1.93e-05,2.88e-06,0.000387
E,075,0.75,Yfav,1.53,0.0327,0.0329,553.0,234.0,0.209,0.76,0.0165,0.0,0.0,0.0149,1.19e-05,1.2e-05,1.7e-06,0.000185
E,075,0.75,Yfav,1.67,0.0248,0.0283,497.0,204.0,0.213,0.761,0.0139,0.0,0.0,0.0116,5.5e-06,1.15e-05,1.36e-06,9.46e-05
E,075,0.75,Yfav,1.94,0.0126,0.023,407.0,168.0,0.222,0.762,0.00968,0.0,0.0,0.00646,1.23e-06,7.29e-06,7.36e-07,7.82e-05
E,075,0.75,Yfav,2.22,0.0025,0.0125,331.0,91.0,0.228,0.763,0.0063,3.98e-06,0.0,0.0019,2.61e-07,6.97e-06,2.29e-07,3.18e-05
E,15,15.0,Yave,-0.56,0.7341,0.1104,813.0,274.0,0.145,0.679,0.0348,0.0966,0.0136,0.0309,5.44e-05,0.000808,7.11e-06,0.0122
E,15,15.0,Yave,-0.28,0.8371,0.0916,563.0,162.0,0.171,0.667,0.018,0.122,0.00618,0.0162,7.75e-06,0.000417,3.47e-06,0.00584
E,15,15.0,Yave,0.0,0.8892,0.0761,480.0,133.0,0.179,0.661,0.012,0.133,0.00381,0.0106,3.24e-06,0.000274,2.28e-06,0.00364
E,15,15.0,Yave,0.28,0.8489,0.09,617.0,202.0,0.164,0.668,0.0205,0.122,0.0079,0.018,1.23e-05,0.000512,4.12e-06,0.00677
E,15,15.0,Yave,0.56,0.7357,0.1283,935.0,324.0,0.13,0.682,0.0423,0.093,0.017,0.036,9.31e-05,0.001,9.6e-06,0.0151
E,15,15.0,Yave,0.83,0.5699,0.1596,1329.0,362.0,0.089,0.701,0.0694,0.0531,0.0249,0.0608,0.000489,0.00141,1.9e-05,0.0249
E,15,15.0,Yave,1.11,0.3939,0.1655,1547.0,328.0,0.0739,0.722,0.0806,0.0217,0.0217,0.0772,0.00127,0.00104,2.54e-05,0.0227
E,15,15.0,Yave,1.39,0.2485,0.1211,1503.0,370.0,0.0918,0.738,0.0731,0.00462,0.0123,0.0774,0.00149,0.000476,2.56e-05,0.0131
E,15,15.0,Yave,1.67,0.1561,0.0948,1231.0,443.0,0.131,0.747,0.0539,0.000635,0.00444,0.0602,0.000906,0.000161,1.84e-05,0.00541
E,15,15.0,Yave,1.94,0.1047,0.0718,988.0,401.0,0.162,0.753,0.039,0.00024,0.00136,0.0439,0.000396,5.15e-05,1.23e-05,0.00192
E,15,15.0,Yave,2.22,0.0585,0.0531,711.0,334.0,0.192,0.758,0.0243,7.57e-05,0.000344,0.0256,0.0001,2.51e-05,6.43e-06,0.000814
E,15,15.0,Yave,2.5,0.036,0.039,561.0,258.0,0.206,0.76,0.0171,3.96e-05,5.15e-05,0.0163,2.69e-05,1.94e-05,4.02e-06,0.00041
E,15,15.0,Yave,2.78,0.0168,0.0266,429.0,184.0,0.219,0.762,0.0108,5.33e-05,0.0,0.00809,5.17e-06,1.04e-05,1.9e-06,0.000205
E,15,15.0,Yave,3.06,0.0071,0.0158,363.0,113.0,0.225,0.763,0.00774,1.09e-05,0.0,0.00395,2.82e-07,7.67e-06,7.69e-07,0.000106
E,15,15.0,Yfav,-0.56,0.7629,0.1025,736.0,238.0,0.154,0.675,0.0295,0.104,0.0112,0.0261,3.04e-05,0.000693,5.86e-06,0.0101
E,15,15.0,Yfav,-0.28,0.8576,0.0853,521.0,144.0,0.176,0.664,0.0152,0.126,0.00497,0.0135,5.5e-06,0.000354,2.93e-06,0.0049
E,15,15.0,Yfav,0.0,0.9026,0.0689,451.0,112.0,0.182,0.66,0.0101,0.136,0.00302,0.00885,2.02e-06,0.00023,1.93e-06,0.00309
E,15,15.0,Yfav,0.28,0.8693,0.0807,564.0,174.0,0.17,0.665,0.0169,0.127,0.00624,0.0149,8.47e-06,0.000428,3.36e-06,0.00554
E,15,15.0,Yfav,0.56,0.7705,0.1162,839.0,283.0,0.141,0.678,0.0355,0.102,0.0143,0.0303,5.17e-05,0.000868,7.73e-06,0.0124
E,15,15.0,Yfav,0.83,0.6011,0.1639,1228.0,349.0,0.101,0.697,0.0622,0.0618,0.0227,0.0541,0.000343,0.00131,1.63e-05,0.0222
E,15,15.0,Yfav,1.11,0.3991,0.1822,1467.0,337.0,0.0844,0.721,0.075,0.0254,0.0201,0.0713,0.00105,0.000985,2.28e-05,0.021
E,15,15.0,Yfav,1.39,0.2207,0.1256,1384.0,394.0,0.109,0.741,0.065,0.00457,0.01,0.0688,0.00117,0.000391,2.19e-05,0.0108
E,15,15.0,Yfav,1.67,0.1189,0.0871,1040.0,434.0,0.155,0.751,0.0426,0.000513,0.00276,0.0466,0.000558,0.000108,1.36e-05,0.00364
E,15,15.0,Yfav,1.94,0.0759,0.062,817.0,365.0,0.181,0.755,0.0299,0.000188,0.000776,0.0321,0.000207,3.75e-05,8.53e-06,0.0013
E,15,15.0,Yfav,2.22,0.0386,0.0413,580.0,270.0,0.205,0.76,0.018,5.89e-05,7.8e-05,0.017,4.01e-05,2.09e-05,4.16e-06,0.000535
E,15,15.0,Yfav,2.5,0.0226,0.0298,469.0,204.0,0.215,0.761,0.0128,2.57e-05,0.0,0.0104,9.82e-06,1.63e-05,2.56e-06,0.000276
E,15,15.0,Yfav,2.78,0.0097,0.0193,379.0,135.0,0.224,0.763,0.00855,3.95e-05,0.0,0.00491,1.56e-06,8.95e-06,1.2e-06,0.000141
E,15,15.0,Yfav,3.06,0.0038,0.0124,339.0,89.0,0.227,0.763,0.00668,6.67e-06,0.0,0.00246,1.3e-07,6.58e-06,5.05e-07,7.4e-05
E,30,30.0,Yave,-0.83,0.5852,0.1339,1448.0,349.0,0.0686,0.7,0.0812,0.048,0.0332,0.0675,0.000391,0.00215,1.82e-05,0.0325
E,30,30.0,Yave,-0.42,0.6434,0.1002,1291.0,313.0,0.0834,0.694,0.0714,0.0621,0.0311,0.0575,0.000145,0.00202,1.41e-05,0.0298
E,30,30.0,Yave,0.0,0.6467,0.1019,1286.0,310.0,0.0856,0.693,0.07,0.0633,0.0301,0.0569,0.00014,0.00198,1.39e-05,0.0292
E,30,30.0,Yave,0.42,0.6298,0.113,1348.0,327.0,0.0781,0.695,0.0745,0.0583,0.0319,0.0604,0.000198,0.00209,1.56e-05,0.031
E,30,30.0,Yave,0.83,0.5362,0.1451,1569.0,329.0,0.0554,0.705,0.0894,0.0365,0.0342,0.0756,0.00063,0.00213,2.21e-05,0.0349
E,30,30.0,Yave,1.25,0.4291,0.1526,1720.0,294.0,0.0469,0.718,0.0957,0.0181,0.0304,0.0872,0.00122,0.00169,2.79e-05,0.0316
E,30,30.0,Yave,1.67,0.3266,0.134,1738.0,287.0,0.0556,0.729,0.0923,0.00593,0.0208,0.0924,0.00156,0.00107,3.04e-05,0.0222
E,30,30.0,Yave,2.08,0.2348,0.1074,1599.0,400.0,0.0824,0.74,0.0783,0.000562,0.00992,0.0855,0.00149,0.000409,2.82e-05,0.0112
E,30,30.0,Yave,2.5,0.1728,0.0976,1351.0,449.0,0.118,0.746,0.061,0.000147,0.00378,0.0693,0.000945,0.000154,2.17e-05,0.00483
E,30,30.0,Yave,2.92,0.1228,0.0792,1110.0,421.0,0.149,0.751,0.0456,6.56e-05,0.000915,0.0527,0.000481,4.41e-05,1.49e-05,0.00155
E,30,30.0,Yave,3.75,0.0598,0.051,733.0,324.0,0.19,0.757,0.0251,0.0,0.0,0.0272,7.49e-05,2.06e-05,6.6e-06,0.000336
E,30,30.0,Yave,4.58,0.0257,0.0309,503.0,219.0,0.213,0.761,0.014,0.0,0.0,0.0124,6.57e-06,1.38e-05,2.68e-06,9.09e-05
E,30,30.0,Yave,5.42,0.005,0.0145,349.0,106.0,0.226,0.763,0.00714,0.0,0.0,0.00309,4.14e-07,7.66e-06,6.66e-07,3.84e-05
E,30,30.0,Yfav,-0.83,0.6133,0.1291,1363.0,341.0,0.0787,0.696,0.075,0.0557,0.031,0.062,0.00029,0.00206,1.59e-05,0.0302
E,30,30.0,Yfav,-0.42,0.6646,0.0934,1219.0,293.0,0.0927,0.691,0.0657,0.0685,0.0289,0.053,0.000104,0.00189,1.24e-05,0.0272
E,30,30.0,Yfav,0.0,0.6667,0.0928,1219.0,284.0,0.094,0.69,0.0649,0.0691,0.0282,0.0527,9.62e-05,0.00188,1.22e-05,0.0269
E,30,30.0,Yfav,0.42,0.6538,0.1065,1271.0,310.0,0.0877,0.692,0.0687,0.0652,0.0298,0.0555,0.000142,0.00197,1.36e-05,0.0284
E,30,30.0,Yfav,0.83,0.5607,0.1486,1495.0,333.0,0.0641,0.703,0.0841,0.043,0.0327,0.0705,0.000508,0.00207,1.98e-05,0.033
E,30,30.0,Yfav,1.25,0.4383,0.1667,1661.0,311.0,0.0543,0.716,0.0915,0.0217,0.029,0.0831,0.00109,0.00166,2.58e-05,0.0301
E,30,30.0,Yfav,1.67,0.3113,0.1437,1675.0,314.0,0.0655,0.73,0.0874,0.00631,0.0185,0.088,0.00141,0.000971,2.83e-05,0.02
E,30,30.0,Yfav,2.08,0.2009,0.1097,1455.0,441.0,0.103,0.743,0.0684,0.000439,0.0071,0.0752,0.00116,0.000299,2.38e-05,0.0084
E,30,30.0,Yfav,2.5,0.1365,0.0905,1170.0,445.0,0.141,0.749,0.0498,9.47e-05,0.00214,0.0561,0.00061,9.73e-05,1.66e-05,0.00306
E,30,30.0,Yfav,2.92,0.0933,0.0683,941.0,387.0,0.168,0.754,0.0362,3.37e-05,0.000324,0.0406,0.000266,2.93e-05,1.08e-05,0.000922
E,30,30.0,Yfav,3.75,0.0416,0.0401,611.0,267.0,0.202,0.759,0.0192,0.0,0.0,0.0191,3.17e-05,1.87e-05,4.34e-06,0.000231
E,30,30.0,Yfav,4.58,0.016,0.0239,432.0,173.0,0.219,0.762,0.0108,0.0,0.0,0.00804,2.67e-06,1.17e-05,1.69e-06,6.67e-05
E,30,30.0,Yfav,5.42,0.0023,0.011,329.0,80.0,0.228,0.763,0.00627,0.0,0.0,0.00185,1.85e-07,6.72e-06,4.52e-07,3.04e-05
E,45,45.0,Yave,-0.69,0.387,0.0997,1935.0,169.0,0.0201,0.719,0.117,0.00303,0.0377,0.104,0.00163,0.00186,4.16e-05,0.0326
E,45,45.0,Yave,0.0,0.4131,0.0983,1934.0,153.0,0.0165,0.715,0.12,0.00477,0.0419,0.103,0.00143,0.00217,3.97e-05,0.0369
E,45,45.0,Yave,0.56,0.3957,0.0996,1940.0,161.0,0.0195,0.717,0.118,0.0036,0.0392,0.104,0.00152,0.00196,4.08e-05,0.034
E,45,45.0,Yave,1.11,0.3581,0.1034,1901.0,208.0,0.0307,0.721,0.112,0.00227,0.0304,0.104,0.00167,0.00143,4.15e-05,0.0266
E,45,45.0,Yave,1.67,0.3039,0.1074,1799.0,303.0,0.0515,0.727,0.1,0.000841,0.0202,0.0998,0.00161,0.000868,3.87e-05,0.0184
E,45,45.0,Yave,2.22,0.2534,0.1025,1663.0,362.0,0.0749,0.733,0.0872,0.000576,0.0104,0.0927,0.00137,0.000398,3.49e-05,0.0098
E,45,45.0,Yave,2.78,0.2075,0.0964,1496.0,415.0,0.0993,0.738,0.0741,0.000163,0.00536,0.0822,0.00106,0.000183,2.95e-05,0.00497
E,45,45.0,Yave,3.33,0.1669,0.0869,1316.0,423.0,0.124,0.742,0.0615,2.19e-05,0.00246,0.0695,0.000675,6.88e-05,2.42e-05,0.00228
E,45,45.0,Yave,3.89,0.1223,0.0711,1088.0,391.0,0.152,0.747,0.0468,3.22e-05,0.000727,0.0529,0.000295,2.68e-05,1.69e-05,0.000552
E,45,45.0,Yave,4.44,0.0949,0.064,927.0,369.0,0.171,0.75,0.0375,2.17e-05,0.000443,0.0415,0.000156,1.62e-05,1.32e-05,0.000378
E,45,45.0,Yave,5.56,0.05,0.0435,650.0,279.0,0.2,0.755,0.0225,0.0,0.0,0.0227,2.43e-05,1.21e-05,6.7e-06,0.000117
E,45,45.0,Yave,6.67,0.0203,0.0252,447.0,174.0,0.22,0.758,0.0124,5.03e-06,9.68e-05,0.00951,2.01e-06,1.27e-05,2.65e-06,5.76e-05
E,45,45.0,Yave,7.78,0.0048,0.0133,341.0,95.0,0.229,0.76,0.00736,0.0,0.0,0.0028,4.54e-07,7.75e-06,9.57e-07,2.1e-05
E,45,45.0,Yfav,-0.69,0.3805,0.1059,1915.0,188.0,0.0236,0.72,0.115,0.00312,0.0362,0.103,0.0016,0.00179,4.08e-05,0.0314
E,45,45.0,Yfav,0.0,0.4098,0.1036,1921.0,163.0,0.0188,0.715,0.119,0.005,0.0409,0.103,0.00142,0.00213,3.91e-05,0.036
E,45,45.0,Yfav,0.56,0.3904,0.1048,1924.0,173.0,0.0224,0.718,0.117,0.0037,0.0379,0.103,0.00151,0.00191,4.01e-05,0.0328
E,45,45.0,Yfav,1.11,0.3463,0.1096,1869.0,233.0,0.0365,0.722,0.109,0.00222,0.0282,0.102,0.00161,0.00133,4.03e-05,0.0247
E,45,45.0,Yfav,1.67,0.2811,0.1124,1725.0,341.0,0.0636,0.729,0.0938,0.000727,0.017,0.0949,0.00145,0.000723,3.61e-05,0.0155
E,45,45.0,Yfav,2.22,0.2261,0.1033,1556.0,390.0,0.0906,0.736,0.0792,0.000466,0.00776,0.0849,0.00113,0.000297,3.12e-05,0.00743
E,45,45.0,Yfav,2.78,0.176,0.0942,1350.0,430.0,0.119,0.741,0.0642,0.000111,0.00361,0.0712,0.000766,0.000124,2.47e-05,0.00334
E,45,45.0,Yfav,3.33,0.1365,0.0812,1158.0,418.0,0.144,0.745,0.0515,0.0,0.00152,0.0578,0.000436,4.45e-05,1.93e-05,0.00142
E,45,45.0,Yfav,3.89,0.0967,0.0638,940.0,366.0,0.169,0.75,0.0383,2.57e-06,0.00053,0.0422,0.000168,2.31e-05,1.3e-05,0.000354
E,45,45.0,Yfav,4.44,0.0716,0.0542,785.0,328.0,0.186,0.752,0.0297,9.41e-07,0.000242,0.0317,7.82e-05,1.5e-05,9.65e-06,0.000229
E,45,45.0,Yfav,5.56,0.0349,0.0351,549.0,233.0,0.21,0.756,0.0174,0.0,0.0,0.016,1.07e-05,1.17e-05,4.62e-06,8.32e-05
E,45,45.0,Yfav,6.67,0.0133,0.0201,398.0,139.0,0.224,0.759,0.0101,3.64e-06,1.55e-05,0.00637,1.05e-06,1.08e-05,1.82e-06,4.66e-05
E,45,45.0,Yfav,7.78,0.0025,0.0103,325.0,73.0,0.231,0.761,0.00661,0.0,0.0,0.00177,1.97e-07,7.16e-06,7.01e-07,1.92e-05
E,60,60.0,Yave,-0.69,0.2575,0.0679,1759.0,266.0,0.0645,0.734,0.0918,0.000319,0.00416,0.104,0.00135,0.000114,4.46e-05,0.00385
E,60,60.0,Yave,0.0,0.2554,0.0688,1758.0,276.0,0.0645,0.734,0.0914,0.0,0.00409,0.104,0.00133,0.000124,4.43e-05,0.00437
E,60,60.0,Yave,0.69,0.255,0.0706,1741.0,283.0,0.0673,0.733,0.0902,0.000515,0.00401,0.104,0.0013,0.000117,4.36e-05,0.00356
E,60,60.0,Yave,1.39,0.2358,0.0682,1668.0,291.0,0.0778,0.736,0.0849,0.000204,0.00303,0.0976,0.00108,7.86e-05,4e-05,0.00266
E,60,60.0,Yave,2.08,0.2092,0.076,1551.0,352.0,0.0939,0.738,0.0768,0.0,0.00226,0.0883,0.000865,6.31e-05,3.65e-05,0.00189
E,60,60.0,Yave,2.78,0.1791,0.0707,1404.0,350.0,0.114,0.741,0.0662,0.0,0.00122,0.077,0.000548,2.52e-05,3.08e-05,0.000997
E,60,60.0,Yave,4.17,0.1246,0.067,1107.0,368.0,0.151,0.747,0.0475,8.63e-05,0.00041,0.0543,0.000206,1.8e-05,2.02e-05,0.000259
E,60,60.0,Yave,5.56,0.0793,0.0519,839.0,316.0,0.181,0.752,0.0322,1.69e-05,3.89e-05,0.0352,4.7e-05,1.62e-05,1.26e-05,0.000122
E,60,60.0,Yave,6.94,0.0454,0.0367,620.0,243.0,0.203,0.756,0.0207,3.09e-06,0.0,0.0208,7.96e-06,1.4e-05,7.11e-06,5.32e-05
E,60,60.0,Yave,8.33,0.0221,0.0237,462.0,163.0,0.218,0.759,0.0129,1.91e-05,0.0,0.0104,1.45e-06,1.25e-05,3.6e-06,4.2e-05
E,60,60.0,Yave,9.72,0.0064,0.0141,352.0,98.0,0.228,0.76,0.00783,2.79e-06,0.0,0.00341,3.29e-07,6.96e-06,1.32e-06,1.99e-05
E,60,60.0,Yfav,-0.69,0.2455,0.0689,1709.0,279.0,0.0719,0.735,0.0881,0.000275,0.00347,0.1,0.00121,9.25e-05,4.23e-05,0.00323
E,60,60.0,Yfav,0.0,0.2424,0.0706,1703.0,294.0,0.0725,0.735,0.0873,0.0,0.00335,0.0998,0.00119,0.000102,4.18e-05,0.00364
E,60,60.0,Yfav,0.69,0.2413,0.0724,1683.0,300.0,0.0757,0.735,0.086,0.000455,0.00328,0.0989,0.00115,9.68e-05,4.1e-05,0.0029
E,60,60.0,Yfav,1.39,0.2221,0.0691,1606.0,304.0,0.0865,0.737,0.0805,0.000173,0.00249,0.0925,0.000933,6.38e-05,3.75e-05,0.00214
E,60,60.0,Yfav,2.08,0.1888,0.0767,1452.0,368.0,0.107,0.74,0.0701,0.0,0.00172,0.0803,0.000679,4.73e-05,3.26e-05,0.00138
E,60,60.0,Yfav,2.78,0.1591,0.0695,1301.0,356.0,0.127,0.743,0.0595,0.0,0.000966,0.0688,0.000404,1.91e-05,2.7e-05,0.000733
E,60,60.0,Yfav,4.17,0.1027,0.0604,981.0,346.0,0.165,0.749,0.0401,5.83e-05,0.000286,0.0451,0.000123,1.76e-05,1.63e-05,0.000171
E,60,60.0,Yfav,5.56,0.0614,0.0449,725.0,283.0,0.192,0.754,0.0262,3.74e-06,0.0,0.0274,2.48e-05,1.64e-05,9.56e-06,9.66e-05
E,60,60.0,Yfav,6.94,0.033,0.0312,536.0,210.0,0.211,0.757,0.0166,0.0,0.0,0.0152,4.23e-06,1.37e-05,5.17e-06,4.28e-05
E,60,60.0,Yfav,8.33,0.0154,0.02,415.0,138.0,0.222,0.759,0.0107,1.74e-05,0.0,0.00737,7.66e-07,1.09e-05,2.65e-06,3.67e-05
E,60,60.0,Yfav,9.72,0.0038,0.0111,334.0,78.0,0.23,0.761,0.007,8.19e-07,0.0,0.00226,1.3e-07,6.26e-06,9.67e-07,1.59e-05
E,75,75.0,Yave,-1.39,0.1577,0.0481,1302.0,253.0,0.127,0.744,0.0596,0.0,0.0,0.0686,0.000157,0.0,2.73e-05,0.000157
E,75,75.0,Yave,0.0,0.1664,0.0474,1340.0,241.0,0.123,0.743,0.0621,0.000292,0.00036,0.0713,0.000177,1.71e-05,3.19e-05,2.1e-05
E,75,75.0,Yave,1.39,0.1574,0.0479,1303.0,245.0,0.128,0.744,0.0596,6.99e-06,0.000117,0.0682,0.000159,9.89e-06,2.78e-05,0.000118
E,75,75.0,Yave,2.78,0.1349,0.0503,1172.0,276.0,0.144,0.746,0.0513,0.000134,0.000173,0.0586,9.89e-05,9.1e-06,2.28e-05,8.66e-05
E,75,75.0,Yave,4.17,0.1065,0.0465,1010.0,274.0,0.163,0.749,0.0417,0.0,0.000178,0.047,4.6e-05,9.69e-06,1.77e-05,0.000102
E,75,75.0,Yave,5.56,0.0779,0.0401,838.0,253.0,0.181,0.752,0.032,0.0,0.000291,0.0351,1.69e-05,1.36e-05,1.26e-05,3.34e-05
E,75,75.0,Yave,6.94,0.0571,0.0335,698.0,220.0,0.195,0.754,0.0248,0.0,0.000132,0.0259,6.95e-06,1.08e-05,8.97e-06,2.49e-05
E,75,75.0,Yave,8.33,0.0383,0.0286,574.0,195.0,0.207,0.757,0.0186,0.0,0.0,0.0177,4.05e-06,1.34e-05,6.13e-06,2.16e-05
E,75,75.0,Yave,9.72,0.0237,0.0239,471.0,163.0,0.217,0.758,0.0136,0.0,0.0,0.011,1.7e-06,1.18e-05,3.7e-06,2.75e-05
E,75,75.0,Yave,11.11,0.0122,0.0177,393.0,124.0,0.225,0.759,0.00986,0.0,0.0,0.00597,7.7e-07,8.33e-06,2.13e-06,2.16e-05
E,75,75.0,Yfav,-1.39,0.1474,0.0478,1246.0,256.0,0.134,0.745,0.0561,0.0,0.0,0.0642,0.000126,0.0,2.53e-05,0.000151
E,75,75.0,Yfav,0.0,0.1568,0.0478,1290.0,249.0,0.129,0.744,0.0588,0.000269,0.000368,0.0674,0.000146,1.7e-05,2.96e-05,1.57e-05
E,75,75.0,Yfav,1.39,0.1477,0.0468,1252.0,245.0,0.135,0.745,0.0562,0.0,0.000151,0.0642,0.000127,9.87e-06,2.58e-05,0.000102
E,75,75.0,Yfav,2.78,0.122,0.0496,1099.0,279.0,0.152,0.747,0.0469,0.000113,0.000197,0.0531,7.38e-05,1.04e-05,2.04e-05,7.76e-05
E,75,75.0,Yfav,4.17,0.093,0.045,928.0,272.0,0.172,0.75,0.0371,0.0,0.00017,0.0412,3.27e-05,1.22e-05,1.51e-05,9.49e-05
E,75,75.0,Yfav,5.56,0.0657,0.0376,759.0,242.0,0.189,0.753,0.0279,0.0,0.0002,0.0297,1.17e-05,1.47e-05,1.04e-05,3.21e-05
E,75,75.0,Yfav,6.94,0.0463,0.0315,626.0,211.0,0.202,0.756,0.0212,0.0,4.7e-05,0.0211,4.97e-06,1.12e-05,7.18e-06,2.44e-05
E,75,75.0,Yfav,8.33,0.0292,0.0259,512.0,178.0,0.213,0.758,0.0156,0.0,0.0,0.0137,2.69e-06,1.24e-05,4.71e-06,1.9e-05
E,75,75.0,Yfav,9.72,0.0173,0.0198,427.0,137.0,0.221,0.759,0.0115,0.0,0.0,0.00819,7.53e-07,1.1e-05,2.76e-06,2.48e-05
E,75,75.0,Yfav,11.11,0.0081,0.0146,364.0,102.0,0.228,0.76,0.00852,0.0,0.0,0.00412,3.97e-07,7.21e-06,1.55e-06,1.93e-05
E,CL,,Yave,5.0,0.9974,0.0467,292.0,2.0,0.198,0.646,0.000506,0.156,0.0,0.0,0.0,9.14e-07,1.11e-07,3.4e-05
E,CL,,Yave,10.0,0.9808,0.051,330.0,38.0,0.194,0.648,0.00279,0.152,0.000196,0.00207,0.0,5.04e-05,3.29e-07,0.000688
E,CL,,Yave,15.0,0.9025,0.0782,495.0,134.0,0.178,0.657,0.0139,0.134,0.0045,0.0121,3.58e-06,0.000314,1.64e-06,0.00399
E,CL,,Yave,20.0,0.8102,0.0848,710.0,197.0,0.155,0.668,0.0294,0.112,0.0116,0.025,1.46e-05,0.000716,3.89e-06,0.00958
E,CL,,Yave,25.0,0.7363,0.0831,965.0,249.0,0.125,0.678,0.049,0.0897,0.0211,0.04,4.66e-05,0.00131,7.58e-06,0.0173
E,CL,,Yave,30.0,0.6662,0.0973,1231.0,295.0,0.0906,0.686,0.071,0.0669,0.0317,0.0559,9.54e-05,0.002,1.33e-05,0.0271
E,CL,,Yave,35.0,0.5726,0.112,1538.0,295.0,0.0499,0.7,0.0963,0.0391,0.0414,0.0754,0.000405,0.00269,2.27e-05,0.0365
E,CL,,Yave,40.0,0.4967,0.1075,1763.0,239.0,0.0242,0.708,0.112,0.0188,0.0466,0.0902,0.000792,0.00294,3.14e-05,0.0423
E,CL,,Yave,45.0,0.4187,0.0956,1919.0,149.0,0.0139,0.717,0.119,0.00523,0.0435,0.103,0.00136,0.00234,4.01e-05,0.0385
E,CL,,Yave,50.0,0.3501,0.0792,1945.0,154.0,0.0235,0.725,0.113,0.00063,0.0286,0.11,0.00186,0.00123,4.84e-05,0.0251
E,CL,,Yave,55.0,0.3021,0.0771,1877.0,229.0,0.042,0.729,0.103,0.000345,0.0135,0.111,0.0018,0.000487,4.76e-05,0.0127
E,CL,,Yave,60.0,0.2551,0.0671,1752.0,269.0,0.0643,0.735,0.0907,9.59e-05,0.00442,0.104,0.00136,0.000134,4.46e-05,0.00421
E,CL,,Yave,65.0,0.2185,0.0589,1601.0,267.0,0.086,0.74,0.0795,0.000131,0.00128,0.0928,0.000783,4.35e-05,3.9e-05,0.00111
E,CL,,Yave,70.0,0.1883,0.0545,1477.0,268.0,0.107,0.741,0.0703,3.72e-05,0.0,0.0811,0.000389,2.87e-06,3.37e-05,0.000179
E,CL,,Yave,75.0,0.1674,0.047,1372.0,244.0,0.121,0.743,0.063,0.0,0.0,0.0724,0.000197,1.05e-05,3.11e-05,0.000282
E,CL,,Yfav,5.0,0.9971,0.0467,292.0,2.0,0.198,0.646,0.000506,0.156,0.0,0.0,0.0,9.13e-07,1.11e-07,3.38e-05
E,CL,,Yfav,10.0,0.9824,0.0504,327.0,35.0,0.195,0.648,0.00255,0.152,0.000143,0.00184,0.0,4.55e-05,3.03e-07,0.000629
