profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,T_std
radial,0.75,4.810176065398587,0.005400000140070915,0.03463326767086983,290.9999313354492,6.561590556747225e-13,0.23573999851942062,6.587314595235139e-11,0.006255998509004712,2.698806509798595e-13,0.00011990534702683801
radial,0.75,4.853433411982325,0.005400000140070915,0.034944720566272736,290.99992752075195,6.256745007175496e-13,0.23574000038206577,5.63298345670542e-11,0.006255998567212373,2.5227497729230846e-13,0.00011714288736560126
radial,0.75,4.897108301520348,0.005400000140070915,0.0352591797709465,290.9999237060547,5.967985483242791e-13,0.23574000410735607,4.831578153774621e-11,0.006255998567212373,2.352802189601589e-13,0.00012674902134579582
radial,0.75,4.941204873224099,0.005400000140070915,0.035576675087213516,290.9999237060547,5.696987380300309e-13,0.23574000597000122,4.18275771823112e-11,0.006255998450797051,2.185823247099431e-13,0.00012674902134579582
radial,0.75,4.9857283011078835,0.005400000140070915,0.03589724376797676,290.9999198913574,5.443759225293382e-13,0.23574000597000122,3.519390164089996e-11,0.006255998509004712,2.0203173499729684e-13,0.00013642543596075184
radial,0.75,5.030681172178851,0.005400000140070915,0.03622090443968773,290.99991607666016,5.206959871046708e-13,0.23574000969529152,2.8412342038205692e-11,0.006255998509004712,1.8553397105813121e-13,0.0001461581730702821
radial,0.75,5.076068660451306,0.005400000140070915,0.036547694355249405,290.99991607666016,8.689770951991731e-13,0.23574001342058182,2.1494952775294788e-11,0.006255998567212373,1.695231848294976e-13,0.0001561698111759851
radial,0.75,5.121893870333831,0.005400000140070915,0.03687763586640358,290.9999122619629,3.052328925081837e-12,0.23574001714587212,1.5390451728717756e-11,0.006255998567212373,1.5495944537358576e-13,0.0001660598667883218
radial,0.75,5.168162493242158,0.005400000140070915,0.037210769951343536,290.99991607666016,7.851096266900465e-12,0.23574001900851727,1.6959301929629744e-10,0.006255998741835356,2.066920938921241e-12,0.00017843651677744294
radial,0.75,5.21487763358487,0.005400000140070915,0.037547118961811066,290.9999198913574,1.6121599992340965e-11,0.23574001155793667,1.0694990358665693e-09,0.006255999440327287,1.0982199845459682e-11,0.00019655873150616838
radial,0.75,5.262043947974841,0.005400000140070915,0.037886716425418854,290.99999618530273,3.242011593241161e-11,0.2357399594038725,5.146315684211698e-09,0.0062560015940107405,4.090460639838716e-11,0.0003550538573559539
radial,0.75,5.309666093024942,0.005400000140070915,0.03822959586977959,291.00033950805664,7.260801500492149e-11,0.23573967814445496,2.463049506949266e-08,0.006256010674405843,1.5745815241595008e-10,0.001215584274344669
radial,0.75,5.357748207946618,0.005400000140070915,0.03857578709721565,291.00194931030273,2.0213764219289646e-10,0.23573824390769005,1.2095346892002843e-07,0.00625605252571404,6.817408974965497e-10,0.005496901988777969
